Name,SuperPowers,Alignment,Gender
Ben,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Insanity,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Jump,Regeneration,Toxin and Disease Resistance",Bad,Male
Brin,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Indomitable Will,Jump,Regeneration,Toxin and Disease Resistance",Good,Female
Dark Angel,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Indomitable Will,Jump,Regeneration,Toxin and Disease Resistance",Good,Female
Detective Matt Sung,"Intelligence,Peak Human Condition,Stamina,Marksmanship,Endurance,Master Martial Artist,Master Tactician,Weapons Master",Good,Male
Donald Lydecker,"Intelligence,Marksmanship,Master Tactician,Weapons Master,Indomitable Will,Master Martial Artist",Bad,Male
Elizabeth Renfro,"Intelligence,Stamina,Marksmanship,Master Tactician,Endurance,Indomitable Will,Master Martial Artist,Weapons Master",Bad,Female
Eyes Only,"Intelligence,Stamina,Information Analysis,Master Tactician,Endurance,Indomitable Will,Weapons Master",Good,Male
Herbal Thought,"Intelligence,Peak Human Condition",,Male
Joshua,"Durability,Enhanced Hearing,Enhanced Smell,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Endurance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Touch,Reflexes,Vision - Night,Vision - Telescopic,Adaptation,Dexterity,Indomitable Will,Jump,Master Martial Artist,Regeneration,Toxin and Disease Resistance",Good,Male
Normal,Intelligence,Good,Male
Original Cindy,Intelligence,Good,Female
Sketchy,"Acrobatics,Agility",Good,Male
Thula,"Durability,Pain Suppression,Peak Human Condition,Stamina,Super Speed,Super Strength,Acrobatics,Agility,Dexterity,Endurance,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Weapons Master,Enhanced Sight,Indomitable Will,Jump,Telekinesis,Toxin and Disease Resistance",Bad,Female
Tinga,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Endurance,Jump,Regeneration,Toxin and Disease Resistance",Good,Female
Zack,"Durability,Peak Human Condition,Stamina,Super Speed,Super Strength,Endurance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Vehicular Mastery,Vision - Night,Vision - Telescopic,Weapons Master,Acrobatics,Adaptation,Agility,Dexterity,Indomitable Will,Jump,Regeneration,Toxin and Disease Resistance",Good,Male
Aang (Avatar State),"Acrobatics,Agility,Astral Travel,Attack Reflection,Body Puppetry,Cryokinesis,Durability,Electrical Transport,Electricity Absorption,Element Control,Fire Control,Flight,Heat Generation,Instinctive Reaction,Marksmanship,Master Martial Artist,Peak Human Condition,Super Breath,Super Speed,Super Strength,Terrakinesis,Water Control,Weapon-based Powers,Weapons Master,Wind Control,Awakened Power,Blood Manipulation,Electrokinesis,Endurance,Enhanced Memory,Enhanced Senses,Enhanced Sight,Force Fields,Gliding,Heat Resistance,Longevity,Metal Manipulation,Non-Physical Interaction,Postcognition,Seismic Power,Cosmic Awareness,Energy Absorption,Fire Resistance,Matter Manipulation,Weapon Creation",Good,Male
Aang,"Accelerated Development,Acrobatics,Agility,Air Control,Chi Manipulation,Dexterity,Durability,Element Control,Enhanced Senses,Fire Control,Gliding,Heal,Intelligence,Longevity,Marksmanship,Master Martial Artist,Peak Human Condition,Power Nullifier,Reflexes,Seismic Power,Stamina,Super Speed,Super Strength,Terrakinesis,Vibration Manipulation,Water Control,Wind Control,Accelerated Healing,Adaptation,Astral Projection,Astral Travel,Cold Resistance,Cryokinesis,Danger Sense,Electrokinesis,Emotional Power Up,Endurance,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Enhanced Smell,Enhanced Touch,Fire Resistance,Flight,Force Fields,Heat Generation,Heat Resistance,Indomitable Will,Jump,Levitation,Luck,Master Tactician,Preparation,Pressure Points,Radar Sense,Reactive Power Level,Shockwaves Generation,Social Influencing,Spatial Awareness,Statistics Amplification,Stealth,Super Breath,Surface Scaling,Vision - Night,Vitakinesis,Weapons Master,Berserk Mode,Metal Manipulation,Underwater breathing,Weather Control",Good,Male
Amon,Null,Bad,Male
Appa,"Animal Attributes,Flight,Air Control,Endurance,Gliding,Large Size,Wind Control,Cold Resistance,Sonic Scream",Good,Male
Avatar Korra,"Accelerated Development,Acrobatics,Agility,Air Control,Chi Manipulation,Dexterity,Durability,Element Control,Energy Manipulation,Enhanced Condition,Enhanced Senses,Fire Control,Heal,Intelligence,Master Martial Artist,Peak Human Condition,Reflexes,Seismic Power,Stamina,Super Speed,Super Strength,Terrakinesis,Water Control,Wind Control,Adaptation,Astral Projection,Astral Travel,Berserk Mode,Cold Resistance,Cryokinesis,Danger Sense,Emotional Power Up,Endurance,Energy Blasts,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Sight,Enhanced Smell,Enhanced Thievery,Enhanced Touch,Extrasensory Perception,Fire Resistance,Flight,Heat Generation,Heat Resistance,Indomitable Will,Jump,Levitation,Marksmanship,Metal Manipulation,Power Bestowal,Power Nullifier,Radar Sense,Reactive Power Level,Shockwaves Generation,Soul Manipulation,Statistics Amplification,Stealth,Super Breath,Vision - Night,Vitakinesis,Weapons Master,Underwater breathing,Weather Control",Good,Female
Bolin,"Durability,Element Control,Peak Human Condition,Stamina,Terrakinesis,Endurance,Heat Generation,Heat Resistance,Lava Manipulation,Magma Manipulation,Marksmanship,Master Martial Artist,Agility,Jump",Good,Male
Bolin,"Durability,Intelligence,Acrobatics,Agility,Air Control,Element Control,Endurance,Gliding,Master Tactician,Vortex Creation,Wind Control,Flight,Purification,Spirit Control",Good,Male
Fire Lord,Null,Bad,Male
Genji,"Accelerated Development,Accelerated Healing,Agility,Avatar Creation,Durability,Element Control,Elemental Transmogrification,Energy Manipulation,Fire Control,Heal,Indomitable Will,Intelligence,Master Martial Artist,Metal Manipulation,Peak Human Condition,Reflexes,Sand Manipulation,Stamina,Super Speed,Super Strength,Terrakinesis,Water Control,Willpower Inducement,Wind Control,Adaptation,Awakened Power,Bullet Time,Chi Manipulation,Cryokinesis,Danger Sense,Dexterity,Electrokinesis,Energy Blasts,Energy Resistance,Enhanced Condition,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Thievery,Enhanced Touch,Fire Resistance,Hope Inducement,Jump,Levitation,Longevity,Luck,Marksmanship,Master Tactician,Power Nullifier,Radar Sense,Statistics Amplification,Stealth,Underwater breathing,Vitakinesis,Berserk Mode",Good,Male
Ghazan,Null,,
Ikki,"Acrobatics,Agility,Air Control,Element Control,Gliding,Vortex Creation,Wind Control,Flight",Good,Female
Jeong Jeong,"Acrobatics,Agility,Dexterity,Durability,Element Control,Fire Control,Intelligence,Marksmanship,Master Martial Artist,Master Tactician,Peak Human Condition,Stamina,Super Speed,Super Strength,Cold Resistance,Endurance,Energy Beams,Energy Blasts,Enhanced Condition,Enhanced Senses,Fire Resistance,Force Fields,Heat Generation,Heat Resistance,Indomitable Will,Jump,Levitation,Reflexes,Stealth,Weapons Master,Flight",Good,Male
Jinora,"Air Control,Intelligence,Acrobatics,Agility,Astral Projection,Element Control,Enhanced Senses,Gliding,Vortex Creation,Wind Control,Dimensional Travel,Flight",Good,Female
Kai,Null,,
Katara (Full Moon),"Agility,Awakened Power,Blood Manipulation,Body Puppetry,Cold Resistance,Cryokinesis,Dexterity,Durability,Element Control,Enhanced Senses,Force Fields,Heal,Plant Control,Reflexes,Stamina,Vitakinesis,Water Control,Stealth",Good,Female
Katara,"Agility,Cold Resistance,Cryokinesis,Durability,Element Control,Endurance,Heal,Stamina,Vitakinesis,Water Control,Dexterity,Enhanced Senses,Force Fields,Plant Control,Blood Manipulation,Body Puppetry",Good,Female
Korra (Avatar State),Null,Good,Female
Kya,"Cold Resistance,Cryokinesis,Durability,Heal,Vitakinesis,Water Control,Dexterity,Element Control,Endurance,Force Fields,Plant Control,Agility,Master Martial Artist",Good,Female
Kya,"Agility,Master Martial Artist,Peak Human Condition,Reflexes,Weapons Master,Danmaku,Master Tactician,Weapon-based Powers",Neutral,Female
Mako,"Element Control,Fire Control,Fire Resistance,Heat Generation,Electricity Resistance,Electrokinesis,Energy Blasts,Heat Resistance,Jump,Master Martial Artist,Reflexes,Attack Reflection",Good,Male
Meelo,"Acrobatics,Agility,Air Control,Element Control,Gliding,Vortex Creation,Wind Control,Flight",Good,Male
Ming Hua,"Acrobatics,Agility,Cold Resistance,Cryokinesis,Element Control,Enhanced Senses,Heal,Peak Human Condition,Stamina,Tentacles,Water Control,Adaptation,Force Fields,Instinctive Reaction,Master Martial Artist,Master Tactician,Reflexes,Vitakinesis,Weapon Creation,Multiple Limbs,Natural Weapons",Bad,Female
Momo,"Acrobatics,Flight,Gliding",Good,Male
Pakku,"Acrobatics,Agility,Cryokinesis,Dexterity,Durability,Element Control,Marksmanship,Master Martial Artist,Peak Human Condition,Stamina,Super Speed,Super Strength,Water Control,Cold Resistance,Endurance,Enhanced Condition,Enhanced Senses,Jump,Master Tactician,Plant Control,Reflexes,Stealth,Weapon Creation",Good,Male
Piandao,"Acrobatics,Agility,Dexterity,Durability,Information Analysis,Intelligence,Marksmanship,Master Martial Artist,Peak Human Condition,Stamina,Super Speed,Super Strength,Swordsmanship,Weapons Master,Bullet Time,Cold Resistance,Endurance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Grappling/Climbing,Indomitable Will,Jump,Master Tactician,Reflexes,Stealth,Weapon-based Powers,Spatial Awareness",Good,Male
Princess Azula,"Acrobatics,Agility,Durability,Electrokinesis,Element Control,Fire Control,Fire Resistance,Heat Generation,Heat Resistance,Intelligence,Peak Human Condition,Reflexes,Stamina,Super Speed,Super Strength,Adaptation,Attack Reflection,Danger Sense,Dexterity,Electrical Transport,Electricity Absorption,Electricity Resistance,Energy Beams,Energy Blasts,Energy Resistance,Enhanced Thievery,Fear Inducement,Insanity,Jump,Marksmanship,Master Martial Artist,Master Tactician,Stealth,Flight",Bad,Female
Raava,Null,,
Suki,Null,,
Toph Beifong,"Agility,Durability,Element Control,Enhanced Senses,Intelligence,Master Martial Artist,Peak Human Condition,Reflexes,Seismic Power,Stamina,Terrakinesis,Vibration Manipulation,Accelerated Development,Danger Sense,Dexterity,Endurance,Enhanced Hearing,Enhanced Thievery,Extrasensory Perception,Indomitable Will,Levitation,Magnetism,Metal Manipulation,Radar Sense,Stealth,Jump,Luck,Spatial Awareness",Good,Female
Toph Beifong,"Acrobatics,Agility,Peak Human Condition,Pressure Points,Reflexes,Berserk Mode,Enhanced Senses,Jump,Love Inducement,Weapons Master",Good,Female
Vaatu,"Wind Control,Flight",Bad,Male
Zuko,"Acrobatics,Agility,Durability,Element Control,Fire Control,Fire Resistance,Heat Generation,Heat Resistance,Intelligence,Jump,Peak Human Condition,Reflexes,Stamina,Super Breath,Super Speed,Super Strength,Adaptation,Attack Reflection,Danger Sense,Electrical Transport,Electricity Absorption,Electricity Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Marksmanship,Master Martial Artist,Stealth",Good,Male
Atlas Destroyer,Null,Good,
Bracer Phoenix,"Cold Resistance,Endurance,Fire Resistance,Heat Resistance,Invulnerability,Large Size,Marksmanship,Multiple Personalities,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Elasticity,Electricity Resistance,Energy Blasts,Energy Resistance,Enhanced Senses,Explosion Manipulation,Radar Sense,Radiation Immunity,Reflexes,Dexterity,Weapon Creation",Good,
Cherno Alpha,"Cold Resistance,Endurance,Heat Resistance,Invulnerability,Large Size,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Electricity Resistance,Electrokinesis,Enhanced Senses,Fire Control,Fire Resistance,Mechanical Aptitude,Radar Sense,Radiation Immunity,Damage Boost,Energy Resistance,Master Martial Artist,Multiple Personalities,Radiation Control,Rage Inducement,Self-Destruction,Vehicular Mastery",Good,
Coyote Tango,"Durability,Endurance,Intelligence,Stamina,Super Speed,Super Strength,Agility,Cold Resistance,Electricity Resistance,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Heat Generation,Heat Resistance,Invulnerability,Jump,Marksmanship,Radiation Immunity,Reflexes,Weapon-based Powers,Weapons Master",Good,Male
Crimson Typhoon,"Cold Resistance,Dexterity,Endurance,Energy Blasts,Heat Resistance,Large Size,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Agility,Electricity Resistance,Enhanced Senses,Enhanced Sight,Fire Resistance,Invulnerability,Jump,Master Martial Artist,Multiple Personalities,Radar Sense,Reflexes,Vision - Telescopic,Acrobatics,Damage Reduction,Energy Resistance,Marksmanship,Multiple Limbs,Radiation Immunity",Good,
Gipsy Avenger,"Durability,Intelligence,Stamina,Super Speed,Super Strength,Weapon-based Powers,Acrobatics,Cold Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Heat Resistance,Jump,Underwater breathing,Changing Armor,Gravity Control,Invulnerability,Telekinesis,Weapons Master",Good,
Gipsy Danger,"Durability,Intelligence,Stamina,Super Speed,Super Strength,Weapon-based Powers,Agility,Cold Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Fire Resistance,Heat Resistance,Jump,Master Martial Artist,Reflexes,Underwater breathing,Acrobatics,Changing Armor,Invulnerability,Stealth",Good,
Guardian Bravo,"Cold Resistance,Electricity Resistance,Electrokinesis,Fire Resistance,Heat Resistance,Large Size,Self-Sustenance,Toxin and Disease Resistance,Weapon-based Powers,Endurance,Energy Resistance,Enhanced Senses,Invulnerability,Jump,Marksmanship,Radar Sense,Reflexes,Acrobatics,Dexterity,Elasticity,Energy Blasts,Explosion Manipulation,Weapons Master",Good,
Hakuja,"Amphibious Respiration,Animal Attributes,Dig,Endurance,Fire Resistance,Heat Resistance,Large Size,Multiple Limbs,Natural Armor,Natural Weapons,Agility,Cold Resistance,Electricity Resistance,Energy Resistance,Enhanced Senses,Heat Generation,Invulnerability,Jaw Strength,Jump,Toxin and Disease Resistance,Accelerated Healing,Corruption",Bad,
Horizon Brave,"Durability,Endurance,Intelligence,Stamina,Super Speed,Super Strength,Agility,Cold Resistance,Electricity Resistance,Energy Blasts,Energy Resistance,Fire Resistance,Heat Generation,Heat Resistance,Jump,Marksmanship,Radiation Immunity,Reflexes,Stealth,Vision - Infrared,Vision - Night,Vision - Thermal,Weapon-based Powers,Weapons Master,Invulnerability",Good,
Hundun,"Amphibious Respiration,Large Size,Cold Resistance,Corruption,Electricity Resistance,Endurance,Enhanced Senses,Fire Resistance,Heat Resistance,Natural Armor,Natural Weapons,Toxin and Disease Resistance,Dig,Enhanced Sight,Illumination,Jaw Strength",Bad,
Insurrector,"Amphibious Respiration,Animal Attributes,Cold Resistance,Heat Resistance,Large Size,Natural Armor,Natural Weapons,Toxin and Disease Resistance,Corruption,Electricity Resistance,Endurance,Enhanced Senses,Fire Resistance,Instinctive Reaction,Jaw Strength,Multiple Limbs,Energy Resistance,Illumination,Invulnerability",Bad,
Insurrector,"Endurance,Agility,Cold Resistance,Energy Beams,Energy Blasts,Energy Resistance,Enhanced Senses,Fire Resistance,Heat Generation,Heat Resistance,Jump,Natural Weapons,Radiation Immunity,Reflexes,Toxin and Disease Resistance,Weapon-based Powers,Acrobatics,Animal Attributes,Illumination,Invulnerability,Self-Sustenance",Bad,
Knifehead,"Amphibious Respiration,Animal Attributes,Jaw Strength,Large Size,Natural Armor,Natural Weapons,Toxin and Disease Resistance,Cold Resistance,Corruption,Electricity Resistance,Endurance,Enhanced Senses,Fire Resistance,Heat Resistance,Instinctive Reaction,Multiple Limbs,Energy Resistance,Illumination,Invulnerability,Radiation Immunity,Stealth",Bad,
